Date,MA,RSI(*10^2),WR,ROC,MACD(*10^2)
2016-09-28 00:00:00,0.487336148,49.05660377,0.559875583,-0.001585384,1.990741283
2016-09-29 00:00:00,0.472894912,49.05660377,0.696734059,-0.004907142,0.333384818
2016-09-30 00:00:00,0.468229282,49.05660377,0.559875583,-0.00086881,-0.171047719
2016-10-03 00:00:00,0.445234392,49.05660377,0.846034215,-0.00639304,-1.661857289
2016-10-04 00:00:00,0.640172328,30.23255814,1,-0.020979554,-6.34378528
2016-10-05 00:00:00,0.668927064,30.23255814,1,-0.029770321,-10.71102253
2016-10-06 00:00:00,0.681561462,30.23255814,1,-0.045898772,-14.75530266
2016-10-07 00:00:00,0.634966777,30.23255814,0.950581395,-0.041901355,-15.90730484
2016-10-10 00:00:00,0.58986711,30.23255814,0.941860465,-0.050222457,-15.59656106
2016-10-11 00:00:00,0.535201444,12.79069767,1,-0.063960869,-15.21765865
2016-10-12 00:00:00,0.467424305,12.79069767,0.964962665,-0.061367796,-13.61973284
2016-10-13 00:00:00,0.403749897,13.16931983,0.912693854,-0.05926893,-11.11901755
2016-10-14 00:00:00,0.405410536,13.16931983,1,-0.056706858,-9.92594974
2016-10-17 00:00:00,0.358303887,13.16931983,0.956890459,-0.051190926,-8.01611308
2016-10-18 00:00:00,0.293387178,13.16931983,0.908833922,-0.0454442,-5.694193674
2016-10-19 00:00:00,0.243866734,26.56058752,0.755477032,-0.040415879,-2.27184623
2016-10-20 00:00:00,0.221306719,26.56058752,0.676685621,-0.031714003,0.613009626
2016-10-21 00:00:00,0.324767942,42.13592233,0.546751189,-0.013441908,1.961740397
2016-10-24 00:00:00,0.451184494,42.13592233,0.306532663,-0.003032929,2.923423997
2016-10-25 00:00:00,0.451184494,53.84615385,0.113065327,0.011877242,4.140651485
2016-10-26 00:00:00,0.508614501,53.84615385,0.057788945,0.009334657,5.093805322
2016-10-27 00:00:00,0.535534817,53.84615385,0.271356784,0.00535927,5.137018196
2016-10-28 00:00:00,0.546890756,53.84615385,0,0.015596952,5.999912713
2016-10-31 00:00:00,0.609243697,53.84615385,0.047058824,0.012335854,6.328484643
2016-11-01 00:00:00,0.41494745,63.88349515,0,0.021727925,8.517741815
2016-11-02 00:00:00,0.351510989,74.6031746,0,0.041541841,11.59228169
2016-11-03 00:00:00,0.382970962,74.6031746,0.056179775,0.036818617,12.73028832
2016-11-04 00:00:00,0.412184413,74.6031746,0.020856202,0.035447465,13.1465831
2016-11-07 00:00:00,0.345549738,45.44198895,0.541884817,0.011031874,10.30819497
2016-11-08 00:00:00,0.370418848,45.44198895,0.560209424,0.008414265,7.986586168
2016-11-09 00:00:00,0.388649963,45.44198895,0.585078534,0.012124324,6.060475336
2016-11-10 00:00:00,0.391361257,45.44198895,0.94895288,0.001540832,2.816534338
2016-11-11 00:00:00,0.623646784,34.63157895,1,-0.025957145,-3.278709651
2016-11-14 00:00:00,0.674827668,34.63157895,1,-0.044785518,-9.787489824
2016-11-15 00:00:00,0.640321686,34.63157895,0.851913478,-0.031036525,-11.57155892
2016-11-16 00:00:00,0.610965851,34.63157895,0.826955075,-0.034406913,-11.69112502
2016-11-17 00:00:00,0.574320577,34.63157895,0.854132002,-0.035573899,-11.33438463
2016-11-18 00:00:00,0.539276088,33.00970874,1,-0.060110986,-12.36952198
2016-11-21 00:00:00,0.482133231,30.06756757,0.964959569,-0.06864813,-11.76953386
2016-11-22 00:00:00,0.415927482,30.06756757,0.986383442,-0.068216756,-10.81939346
2016-11-23 00:00:00,0.473149669,30.06756757,1,-0.09015198,-12.8530524
2016-11-24 00:00:00,0.483477117,30.06756757,0.992323439,-0.075562137,-13.09187968
2016-11-25 00:00:00,0.416752577,30.06756757,0.975773196,-0.073809802,-12.05489245
2016-11-28 00:00:00,0.349966535,30.06756757,0.982821447,-0.073669424,-10.53869571
2016-11-29 00:00:00,0.326710721,30.06756757,0.985392575,-0.063865878,-8.745692622
2016-11-30 00:00:00,0.474782715,33.16770186,1,-0.047191556,-7.874334274
